"Año","Origen","U_Destino","Cantidad"
"1982","U. Pedagogica nal","U. Of new mexico","528"
"1982","U. Industrial de std","Michigan state U.","529"
"1982","U. Javeriana","Suny stony brook","530"
"1982","U. De los andes","Case western reserve U.","531"
"1982","U. De los andes","Suny stony brook","532"
"1982","U. Nal de Col.","Purdue U.","533"
"1982","U. Nal de Col.","Virginia polytechnic institute and state U.","534"
"1982","Escuela Col. de ingenieria julio garavito","U. Of california, berkeley","535"
"1982","Escuela Col. de ingenieria julio garavito","U. Of texas at austin","536"
"1982","U. De los andes","Suny at buffalo","537"
"1982","U. De los andes","Suny at buffalo","538"
"1982","U. De los andes","U. Of southern california","539"
"1982","Escuela Col. de ingenieria julio garavito","Louisiana state U. And a&m college","540"
"1982","U. Industrial de std","U. Of florida","541"
"1982","U. Industrial de std","Rensselaer polytechnic institute","542"
"1982","U. Nal de Col.","Rensselaer polytechnic institute","543"
"1982","U. Del valle","U. Of south carolina - columbia","544"
"1982","U. Distrital-francisco jose de caldas","U. Of toledo","545"
"1982","U. Nal de Col.","Drexel U.","546"
"1982","U. De antioquia","Suny at buffalo","547"
"1982","U. Tecnologica de pereira - utp","U. Of massachusetts amherst","548"
"1982","U. Incca de Col.","Northeastern U.","549"
"1982","U. Nal de Col.","George washington U., the","550"
"1982","U. De antioquia","Suny stony brook","551"
"1982","U. Industrial de std","U. Of delaware","552"
"1982","U. Industrial de std","Rensselaer polytechnic institute","553"
"1982","U. Pedagogica nal","U. Of oregon","554"
"1982","U. Pedagogica nal","Michigan state U.","555"
"1982","U. De caldas","Ohio U. - main campus","556"
"1982","U. Tecnologica del choco-diego luis cordoba","Indiana state U.","557"
"1982","U. De antioquia","U. Of minnesota - twin cities","558"
"1982","U. De los andes","Washington U. In st louis","559"
"1982","U. Del norte","City college of new york of the city U. Of new york, the","560"
"1982","U. Nal de Col.","Georgetown U.","561"
"1982","U. Javeriana","Harvard U.","562"
"1982","U. De antioquia","Northeastern U.","563"
"1982","U. Pontificia bolivariana","Ohio state U.","564"
"1982","U. Libre","Ohio state U.","565"
"1983","U. Autonoma de bucaramanga-unab-","Harvard U.","566"
"1983","U. Nal de Col.","U. Of minnesota - twin cities","567"
"1983","U. De los andes","Washington U. In st louis","568"
"1983","U. De los andes","U. Of texas at austin","569"
"1983","U. Nal de Col.","Washington U. In st louis","570"
"1983","U. De antioquia","Suny at buffalo","571"
"1983","U. Del valle","U. Of arizona","572"
"1983","Fundacion U. De bogota - jorge tadeo lozano","U. Of texas at austin","573"
"1983","U. Pedagogica y tecnologica de Col. - uptc","U. Of alabama at birmingham","574"
"1983","U. Javeriana","U. Of pennsylvania","575"
"1983","U. De los andes","The new school","576"
"1983","U. Santo tomas","U. Of texas at austin","577"
"1983","U. Santo tomas","New york U.","578"
"1983","U. Del cauca","Massachusetts institute of technology","579"
"1983","U. De los andes","Stanford U.","580"
"1983","U. De antioquia","Boston U.","581"
"1983","U. Del valle","Indiana U. Bloomington","582"
"1983","U. Del atlantico","Southern illinois U. Edwardsville","583"
"1983","Colegio mayor de nuestra señora del rosario","Cornell U.","584"
"1983","U. Libre","Suny stony brook","585"
"1983","U. Nal de Col.","U. Of texas at austin","586"
"1983","U. De los andes","Vanderbilt U.","587"
"1983","U. Javeriana","Suny stony brook","588"
"1983","U. Pedagogica nal","Purdue U.","589"
"1983","U. De los andes","Stanford U.","590"
"1983","U. Industrial de std","Purdue U.","591"
"1983","U. Nal de Col.","Carnegie mellon U.","592"
"1983","Escuela Col. de ingenieria julio garavito","Suny at buffalo","593"
"1983","U. De cartagena","U. Of nebraska - lincoln","594"
"1983","U. De los andes","Stanford U.","595"
"1983","U. De los andes","U. Of kansas","596"
"1983","U. Distrital-francisco jose de caldas","U. Of kansas","597"
"1983","U. De los andes","U. Of michigan - ann arbor","598"
"1983","U. De los andes","Tufts U.","599"
"1983","U. De los andes","U. Of california, berkeley","600"
"1983","U. Nal de Col.","The U. Of alabama","601"
"1983","U. Nal de Col.","Case western reserve U.","602"
"1983","U. Nal de Col.","Oregon state U.","603"
"1983","U. De los andes","U. Of wisconsin - madison","604"
"1983","U. Pedagogica nal","U. Of iowa","605"
"1983","U. De cartagena","U. Of utah","606"
"1983","U. Javeriana","The new school","607"
"1983","U. Pedagogica y tecnologica de Col. - uptc","Indiana state U.","608"
"1983","U. Nal de Col.","Virginia polytechnic institute and state U.","609"
"1983","Colegio mayor de nuestra señora del rosario","U. Of minnesota - twin cities","610"
"1983","U. Javeriana","New york U.","611"
"1984","Colegio mayor de nuestra señora del rosario","Barry U.","612"
"1984","Colegio mayor de nuestra señora del rosario","Suny stony brook","613"
"1984","U. Nal de Col.","Boston U.","614"
"1984","U. De la salle","Rochester institute of technology","615"
"1984","U. Nal de Col.","Boston college","616"
"1984","Fundacion U. De bogota - jorge tadeo lozano","U. Of texas at austin","617"
"1984","Fundacion U. De bogota - jorge tadeo lozano","New mexico state U.","618"
"1984","Fundacion U. De bogota - jorge tadeo lozano","Ohio U. - main campus","619"
"1984","U. Javeriana","Ohio U. - main campus","620"
"1984","U. De antioquia","Columbia U. In the city of new york","621"
"1984","U. De los andes","U. Of illinois at urbana-champaign","622"
"1984","U. De los andes","Columbia U. In the city of new york","623"
"1984","U. Externado de Col.","Columbia U. In the city of new york","624"
"1984","U. Del atlantico","Northern kentucky U.","625"
"1984","U. Javeriana","U. Of wisconsin - madison","626"
"1984","U. Nal de Col.","Indiana U. Bloomington","627"
"1984","U. Javeriana","U. Of pittsburgh - main campus","628"
"1984","U. Del atlantico","American U.","629"
"1984","U. Nal de Col.","Iowa state U.","630"
"1984","U. Nal de Col.","Louisiana state U. And a&m college","631"
"1984","U. Industrial de std","Ohio U. - main campus","632"
"1984","U. Francisco de paula std","South dakota school of mines and technology","633"
"1984","U. De los andes","Ohio state U.","634"
"1984","U. Industrial de std","American U.","635"
"1984","U. De los andes","Cornell U.","636"
"1984","Escuela Col. de ingenieria julio garavito","Louisiana state U. And a&m college","637"
"1984","Escuela Col. de ingenieria julio garavito","Northeastern U.","638"
"1984","U. Del cauca","Cornell U.","639"
"1984","U. Javeriana","Rice U.","640"
"1984","U. Javeriana","Rensselaer polytechnic institute","641"
"1984","U. Javeriana","Boston U.","642"
"1984","U. Industrial de std","American U.","643"
"1984","U. De los andes","U. Of minnesota - twin cities","644"
"1984","U. Industrial de std","Georgia institute of technology - main campus","645"
"1984","U. Del valle","Unknown","646"
"1984","U. Nal de Col.","U. Of arizona","647"
"1984","U. Javeriana","U. Of texas at austin","648"
"1984","U. La gran Col.","Suny at buffalo","649"
"1984","U. Nal de Col.","U. Of tulsa","650"
"1984","U. Nal de Col.","Northern illinois U.","651"
"1984","U. Del valle","U. Of south carolina - columbia","652"
"1984","U. De los andes","Suny stony brook","653"
"1984","Fundacion U. De bogota - jorge tadeo lozano","Boston U.","654"
"1984","U. Nal de Col.","Loyola U. Of chicago","655"
"1984","U. Nal del perú","U. Of washington","656"
"1985","U. Del norte","Georgetown U.","657"
"1985","Corporacion U. Piloto de Col.","U. Of pennsylvania","658"
"1985","U. Javeriana","North carolina state U.","659"
"1985","U. De los andes","U. Of maryland - college park","660"
"1985","U. Del cauca","U. Of mississippi","661"
"1985","U. De los andes","U. Of california - los angeles","662"
"1985","U. Externado de Col.","U. Of pittsburgh - main campus","663"
"1985","U. De los andes","New york U.","664"
"1985","Colegio mayor de nuestra señora del rosario","Western illinois U.","665"
"1985","U. Del valle","Massachusetts institute of technology","666"
"1985","U. De los andes","U. Of chicago","667"
"1985","U. Pedagogica nal","U. Of california, santa barbara","668"
"1985","U. De pamplona","U. Of northern iowa","669"
"1985","U. Del valle","U. Of massachusetts amherst","670"
"1985","U. Nal de Col.","U. Of iowa","671"
"1985","U. Pedagogica nal","Indiana U. Bloomington","672"
"1985","U. Javeriana","Lander U.","673"
